ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000850.SZ,20250102,4.13,4.25,4.06,4.1,4.13,-0.03,-0.7264,154872.0,64516.518
000850.SZ,20250103,4.1,4.14,3.91,3.92,4.1,-0.18,-4.3902,162147.32,64622.068
000850.SZ,20250106,3.92,3.98,3.75,3.91,3.92,-0.01,-0.2551,111976.0,43510.417
000850.SZ,20250107,3.92,3.99,3.88,3.99,3.91,0.08,2.046,81726.0,32115.377
000850.SZ,20250108,3.97,3.99,3.82,3.96,3.99,-0.03,-0.7519,143171.0,55949.391
000850.SZ,20250109,3.94,3.96,3.9,3.93,3.96,-0.03,-0.7576,77723.0,30573.297
000850.SZ,20250110,3.92,3.95,3.81,3.81,3.93,-0.12,-3.0534,99334.51,38560.444
000850.SZ,20250113,3.81,3.84,3.72,3.83,3.81,0.02,0.5249,72334.0,27418.008
000850.SZ,20250114,3.84,3.95,3.83,3.95,3.83,0.12,3.1332,112041.3,43774.835
000850.SZ,20250115,3.95,4.01,3.91,3.98,3.95,0.03,0.7595,87304.0,34614.486
000850.SZ,20250116,3.98,4.06,3.98,4.02,3.98,0.04,1.005,89620.0,36062.946
000850.SZ,20250117,4.02,4.02,3.95,3.98,4.02,-0.04,-0.995,77963.0,31095.723
000850.SZ,20250120,4.05,4.08,3.98,4.06,3.98,0.08,2.0101,95087.23,38493.77
000850.SZ,20250121,4.06,4.09,3.97,3.99,4.06,-0.07,-1.7241,77410.5,31060.566
000850.SZ,20250122,3.98,3.99,3.91,3.93,3.99,-0.06,-1.5038,92272.0,36308.663
000850.SZ,20250123,4.06,4.08,3.95,3.96,3.93,0.03,0.7634,138791.0,55801.268
000850.SZ,20250124,3.99,4.09,3.96,4.04,3.96,0.08,2.0202,170024.5,68444.902
000850.SZ,20250127,4.07,4.15,4.05,4.05,4.04,0.01,0.2475,129167.5,52927.186
000850.SZ,20250205,4.06,4.09,4.0,4.02,4.05,-0.03,-0.7407,128485.5,51914.641
000850.SZ,20250206,4.0,4.07,3.97,4.05,4.02,0.03,0.7463,109240.0,43996.208
000850.SZ,20250207,4.06,4.15,4.04,4.11,4.05,0.06,1.4815,147635.5,60607.267
000850.SZ,20250210,4.12,4.2,4.12,4.18,4.11,0.07,1.7032,117485.5,48984.328
000850.SZ,20250211,4.18,4.2,4.15,4.18,4.18,0.0,0.0,86614.51,36124.578
000850.SZ,20250212,4.19,4.2,4.14,4.19,4.18,0.01,0.2392,82419.01,34368.166
000850.SZ,20250213,4.2,4.21,4.16,4.17,4.19,-0.02,-0.4773,88216.0,36876.892
000850.SZ,20250214,4.17,4.18,4.12,4.14,4.17,-0.03,-0.7194,75554.0,31291.679
000850.SZ,20250217,4.22,4.54,4.22,4.41,4.14,0.27,6.5217,465321.66,204770.14
000850.SZ,20250218,4.38,4.6,4.32,4.38,4.41,-0.03,-0.6803,376955.01,167009.249
000850.SZ,20250219,4.34,4.4,4.32,4.37,4.38,-0.01,-0.2283,208964.66,90918.085
000850.SZ,20250220,4.37,4.4,4.27,4.33,4.37,-0.04,-0.9153,189667.0,81782.281
000850.SZ,20250221,4.31,4.36,4.28,4.32,4.33,-0.01,-0.2309,162992.18,70342.217
000850.SZ,20250224,4.33,4.39,4.3,4.35,4.32,0.03,0.6944,142286.51,61787.581
000850.SZ,20250225,4.31,4.44,4.3,4.36,4.35,0.01,0.2299,180308.51,78929.635
000850.SZ,20250226,4.34,4.42,4.34,4.4,4.36,0.04,0.9174,145935.06,64106.368
000850.SZ,20250227,4.39,4.42,4.31,4.38,4.4,-0.02,-0.4545,116082.0,50521.893
000850.SZ,20250228,4.36,4.37,4.29,4.29,4.38,-0.09,-2.0548,126314.0,54653.094
000850.SZ,20250303,4.32,4.35,4.24,4.27,4.29,-0.02,-0.4662,109836.01,47263.876
000850.SZ,20250304,4.27,4.33,4.24,4.31,4.27,0.04,0.9368,73503.53,31606.595
000850.SZ,20250305,4.33,4.33,4.23,4.32,4.31,0.01,0.232,87358.0,37331.578
000850.SZ,20250306,4.34,4.36,4.29,4.34,4.32,0.02,0.463,96809.01,41945.15
000850.SZ,20250307,4.35,4.36,4.29,4.31,4.34,-0.03,-0.6912,101683.74,43994.714
000850.SZ,20250310,4.29,4.33,4.27,4.27,4.31,-0.04,-0.9281,84358.5,36225.691
000850.SZ,20250311,4.26,4.33,4.23,4.31,4.27,0.04,0.9368,81909.0,35047.479
000850.SZ,20250312,4.31,4.32,4.28,4.29,4.31,-0.02,-0.464,75834.24,32546.221
000850.SZ,20250313,4.28,4.3,4.24,4.29,4.29,0.0,0.0,77975.5,33282.97
000850.SZ,20250314,4.28,4.41,4.27,4.4,4.29,0.11,2.5641,170875.76,74418.678
000850.SZ,20250317,4.41,4.44,4.36,4.4,4.4,0.0,0.0,96579.0,42414.988
000850.SZ,20250318,4.41,4.43,4.36,4.42,4.4,0.02,0.4545,104753.5,46017.35
000850.SZ,20250319,4.41,4.44,4.4,4.43,4.42,0.01,0.2262,99400.0,43933.456
000850.SZ,20250320,4.41,4.46,4.41,4.44,4.43,0.01,0.2257,80352.51,35637.078
000850.SZ,20250321,4.41,4.45,4.37,4.39,4.44,-0.05,-1.1261,97699.01,43071.794
000850.SZ,20250324,4.41,4.41,4.22,4.3,4.39,-0.09,-2.0501,142536.5,61342.962
000850.SZ,20250325,4.27,4.31,4.23,4.29,4.3,-0.01,-0.2326,86103.0,36773.886
000850.SZ,20250326,4.3,4.45,4.27,4.42,4.29,0.13,3.0303,157786.01,69433.22
000850.SZ,20250327,4.4,4.43,4.34,4.4,4.42,-0.02,-0.4525,88310.5,38817.339
000850.SZ,20250328,4.38,4.4,4.27,4.29,4.4,-0.11,-2.5,128627.95,55655.706
000850.SZ,20250331,4.28,4.28,4.16,4.21,4.29,-0.08,-1.8648,129385.0,54534.839
000850.SZ,20250401,4.22,4.32,4.21,4.26,4.21,0.05,1.1876,105900.0,45213.992
000850.SZ,20250402,4.26,4.32,4.25,4.29,4.26,0.03,0.7042,75402.0,32340.483
000850.SZ,20250403,4.25,4.33,4.23,4.27,4.29,-0.02,-0.4662,98390.0,42084.685
000850.SZ,20250407,4.04,4.06,3.84,3.84,4.27,-0.43,-10.0703,148871.0,57631.399
000850.SZ,20250408,3.8,3.84,3.54,3.59,3.84,-0.25,-6.5104,273621.0,99753.577
000850.SZ,20250409,3.53,3.76,3.39,3.75,3.59,0.16,4.4568,222492.5,80076.576
000850.SZ,20250410,3.78,3.86,3.78,3.79,3.75,0.04,1.0667,152227.52,58054.148
000850.SZ,20250411,3.77,3.84,3.77,3.79,3.79,0.0,0.0,104908.02,39928.583
000850.SZ,20250414,3.82,3.91,3.81,3.88,3.79,0.09,2.3747,119442.54,46158.132
000850.SZ,20250415,3.88,3.92,3.83,3.9,3.88,0.02,0.5155,106241.5,41194.391
000850.SZ,20250416,3.9,4.29,3.81,4.29,3.9,0.39,10.0,742468.21,310962.285
000850.SZ,20250417,4.19,4.23,4.08,4.16,4.29,-0.13,-3.0303,733430.2,304064.635
000850.SZ,20250418,4.15,4.16,4.01,4.03,4.16,-0.13,-3.125,418170.7,169982.583
000850.SZ,20250421,4.02,4.08,3.97,4.08,4.03,0.05,1.2407,252425.01,102178.21
000850.SZ,20250422,4.09,4.18,4.08,4.11,4.08,0.03,0.7353,292807.16,120643.987
000850.SZ,20250423,4.11,4.13,4.04,4.06,4.11,-0.05,-1.2165,216139.5,87873.112
000850.SZ,20250424,4.05,4.12,4.02,4.12,4.06,0.06,1.4778,187140.51,76391.986
000850.SZ,20250425,4.11,4.16,4.09,4.11,4.12,-0.01,-0.2427,157997.66,65058.223
000850.SZ,20250428,4.09,4.11,4.01,4.02,4.11,-0.09,-2.1898,155647.5,62807.966
000850.SZ,20250429,4.0,4.06,4.0,4.04,4.02,0.02,0.4975,87762.0,35405.852
000850.SZ,20250430,3.9,3.9,3.75,3.76,4.04,-0.28,-6.9307,336756.0,127475.832
000850.SZ,20250506,3.78,3.83,3.73,3.83,3.76,0.07,1.8617,186927.52,70774.53
000850.SZ,20250507,3.9,3.92,3.82,3.87,3.83,0.04,1.0444,208197.52,80500.977
000850.SZ,20250508,3.87,4.04,3.83,3.94,3.87,0.07,1.8088,234671.24,93086.435
000850.SZ,20250509,4.07,4.33,4.07,4.33,3.94,0.39,9.8985,1001949.78,430173.668
000850.SZ,20250512,4.32,4.5,4.2,4.26,4.33,-0.07,-1.6166,1015245.4,438231.821
000850.SZ,20250513,4.29,4.35,4.21,4.23,4.26,-0.03,-0.7042,570747.01,242924.507
